"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"22844","193f157489c9989847dd33374d69a9f1","d439bb562986d996562321747b01d2e5","(null)","0",35000,"0","2015-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",23
"22846","19409ea7518818fa8f99a8f55083ca62","bdd47da5eb32e3f686f9dfc36097495b","(null)","0",28000,"0","2015-11-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",22
"22847","19409ea7518818fa8f99a8f55083ca62","70df288be791362c5d2c664b9c5b6457","(null)","0",0,"0","2009-10-06 00:00:00","(null)","2015-12-12 00:00:00","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",22
"22863","194763736c6222689b76cf2fde4609da","e4d6f6737bbe680800631d8e231730aa","(null)","0",3500,"0","2014-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","Ж",19
"22864","194763736c6222689b76cf2fde4609da","962b1cff019de72f57ceea93c7f5d6e3","(null)","(null)",500,"18","2015-05-20 00:00:00","(null)","(null)","Овердрафт","C","0","6ede6f872f8d56aa83876b96bcde60d4","Ж",19
"22897","1957265b09143e4149b8e787359779e2","dd34b34d309ef0430e536a5d937ee094","(null)","0",0,"0","2015-12-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"22898","1957265b09143e4149b8e787359779e2","b03619a11470c4a61e48021bb204ad31","(null)","0",0,"0","2012-11-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"22961","196b097cf7e841d654745b720d640c33","068653622ea280e3fb52b9b8948b74cf","6","26000",0,"9","2015-02-18 00:00:00","2015-08-17 00:00:00","2015-08-17 00:00:00","Срочный депозит","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"22962","196b097cf7e841d654745b720d640c33","dd3634aae76958db4f72c8b734ec7f80","9","7000",0,"7","2015-09-07 00:00:00","2016-06-05 00:00:00","2015-12-04 00:00:00","Срочный депозит","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"22963","196b097cf7e841d654745b720d640c33","0d7665c0206cbc38d382dc4e4eeb7fdb","(null)","0",1400,"0","2014-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"22984","196d1455700eb7650a5b75f10f5130cb","a137038b0c212422d0ecb59e09e2fcb5","(null)","0",0,"0","2012-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",22
"22985","196d1455700eb7650a5b75f10f5130cb","83058557c953ec33dc374146d01d4a77","(null)","0",0,"0","2015-10-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",22
"23180","19b102381c24f96fee6b10ec8dbab12e","11f63c7a6dfbd9ddf3713447daf62f61","(null)","800",0,"0","2013-10-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"23184","19b2a42c02ebff0bee23cfc5db26c1b3","4058d07b5e1accd4691c2a1c826d2649","(null)","0",0,"0","2011-10-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"23307","19d19c7bc8ef04c7e3b2e241123d47b4","712465a27e3e9510dfb01b1e635ac66c","(null)","0",0,"0","2012-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",21
"23308","19d19c7bc8ef04c7e3b2e241123d47b4","1cc7ccbdb29435dd10379c9508129e4d","(null)","0",0,"0","2015-05-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",21
"23433","19f9d415d8dd7c50bca228581dd2ccda","9acd2df7e5067def826b228de9153247","(null)","0",1700,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",18
"23506","1a1a98d7edefa01ffee12973ca9b5525","b45beae441ceaed6ed67d2c7ee73d385","(null)","0",0,"0","2013-12-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","М",19
"23507","1a1a98d7edefa01ffee12973ca9b5525","5b8f8fdeda91b4a5d1e007e83bbc2f36","(null)","0",0,"0","2014-05-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","М",19
"23508","1a1a98d7edefa01ffee12973ca9b5525","398ef75f3117273b99851c14411b7170","(null)","0",0,"0","2012-10-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","М",19
"23514","1a1b23a815637099d82a11fcc4860e9d","5cae1046707836bfd45302a12240b4e2","(null)","0",0,"0","2012-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",21
"23515","1a1b23a815637099d82a11fcc4860e9d","20e506ccf7a2bbfb67689c4b5dc2b861","(null)","(null)",0,"18","2013-12-31 00:00:00","(null)","(null)","Овердрафт","C","0","309e6b5acaa01d889ed303cf65a72dbe","Ж",21
"23532","1a1ee7cc76103dbbd2046c0253b92eaa","880990a44cd74e36afef51c655cf6755","(null)","0",0,"0","2013-07-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",18
"23552","1a2360d559453d1671afb87ab7cb25e4","02f991436491564ec66d636af9573cdd","(null)","0",4800,"0","2013-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"23553","1a2360d559453d1671afb87ab7cb25e4","9f17c82c6b98515228880237199a5f4a","(null)","34000",0,"0","2015-11-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"23554","1a2360d559453d1671afb87ab7cb25e4","430df923b47fb6befa5ae655d50e460e","(null)","0",0,"0","2012-09-04 00:00:00","(null)","2015-11-14 00:00:00","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"23703","1a4acedcaa0d96b0940c427889ed093a","093287f7bf4086bbb169b0c1cd89e429","(null)","0",0,"0","2012-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",19
"23754","1a51526296f12d09815cd26d21bc0857","2c61e3d19c20d7adc6248a443e0d8a5c","(null)","0",100,"0","2013-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",19
"23830","1a6f1a7b6db330bf805afa146565fd0c","20a7219f1de88c02b663d578595d81ec","(null)","0",0,"0","2014-09-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",18
"23847","1a7b4fabfb75b4facf9cf8e61e890d28","7a9e8fa95c0c16375de69a9fc50b9247","(null)","0",0,"0","2013-11-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"23895","1a88845b96c86f95ef39c1920748eb2e","8182c8aa7429f86f98230d7e8470abb9","(null)","0",0,"0","2012-09-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",19
"23960","1aa6baeecf50cb9910a54c61d4e22f79","7063e9cfef1b95d8c91f5897bc22034a","(null)","0",0,"0","2013-10-10 00:00:00","(null)","2016-08-14 00:00:00","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",20
"23961","1aa6baeecf50cb9910a54c61d4e22f79","4e73632334ce68a449334957d29ce546","(null)","0",100,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",20
"23966","1aa872b80c342e32915b7c23b376c01d","18d95d570befd48ab9cc640739fdd259","(null)","0",0,"0","2011-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",22
"24004","1aacf97d27338f9d2562f8c11411bf0a","10d35ea616976a2310ef1051e5a1b539","(null)","0",24000,"0","2014-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"24005","1aae8b6f3495efef7e4d34040240409d","7f1845c11dff68a9cdacd03e979c5c82","(null)","0",0,"0","2014-02-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",22
"24006","1aae8b6f3495efef7e4d34040240409d","f88876cb12a1d73b490a182dc9e6ff79","(null)","0",0,"0","2010-09-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",22
"24017","1ab4ecb4ec255182323aebeb68a48734","cb0e72ace7f688229fc771fdf5a1279e","(null)","0",400,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"24025","1ab841cdfa0b2b563645787d980512c4","09d2f4c93cbab59fca743da7c15dea57","(null)","(null)",0,"18","2015-03-11 00:00:00","(null)","(null)","Овердрафт","C","0","8df3acb67e47faaeb753cc9a4c6ced3e","М",20
"24026","1ab841cdfa0b2b563645787d980512c4","9d0d87471465a6a1e01abbaf2701017a","(null)","2300",0,"0","2012-10-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",20
"24048","1abff04822385aa5ee922566d68c78e3","cb67d8d217f36c10e1da8402dc24c7ec","(null)","0",67000,"0","2014-10-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",20
"24147","1acf37aeb4cb8d6d2264c94bc869f71b","2ab797f057232019bea8ae5e53c992d5","(null)","0",0,"0","2013-10-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",18
"24148","1acf37aeb4cb8d6d2264c94bc869f71b","f880a4233673fb96fec4f115960448fb","(null)","(null)",0,"18","2015-06-02 00:00:00","(null)","(null)","Овердрафт","C","0","97fa64500457edb6fe17b0acdaf218b2","М",18
"24298","1aeefd1c7e95643556cc69b5c62ea7da","f0b1a64037867fb5455d84115ad07814","(null)","0",8000,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",20
"24305","1af02f233e50a436bfccb513fd1e007f","c6ab321b5155f7d16db7d9e93ca8cec3","(null)","46000",100,"0","2010-08-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"24306","1af02f233e50a436bfccb513fd1e007f","be4f6131afd33e98961b57dfeb3805df","(null)","0",4600,"0","2015-06-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"24307","1af02f233e50a436bfccb513fd1e007f","f250dd13456eadb0975872bac7e55837","(null)","0",0,"0","2013-08-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"24352","1afcaccf8209aa0c7c611e9db53c0140","7e3da339829004e8e4b12bb997173ec5","(null)","(null)",0,"18","2014-10-04 00:00:00","(null)","(null)","Овердрафт","C","0","0e521f30657448f205ecf7a46e4105c0","Ж",22
"24353","1afcaccf8209aa0c7c611e9db53c0140","9f07044288669aca9d0fd2cb6e126c21","(null)","0",0,"0","2011-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",22
"24558","1b323e80a60ad8dff068aaea1437d7c0","782af7b557467f549b6add88c80a1232","(null)","0",0,"0","2012-11-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"24559","1b323e80a60ad8dff068aaea1437d7c0","833eba335d6e1802aecdbed36d4773c1","(null)","(null)",0,"18","2016-06-02 00:00:00","(null)","(null)","Овердрафт","C","0","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"24607","1b38e872292f63c99cbf374a649a400d","67e0e9d91f3d8afd2565eb62fd0ccb42","(null)","0",0,"0","2014-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",18
"24627","1b4039de1503bb2a276306f18a5b51b8","531820571b910cdd4b23c2563aa09796","(null)","0",1800,"0","2013-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"24640","1b448097c5b311add82fa0d20c64b368","d9d4510ad902760a07860addd45d6840","(null)","0",0,"0","2013-10-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"24693","1b5335e3b921f75362643eeec6a2be29","9a46fcc961c35900f3349f120180ff1e","(null)","0",0,"0","2015-07-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",20
"24694","1b5335e3b921f75362643eeec6a2be29","1d91c6ff589591bc84e8b267467e78a5","(null)","0",0,"0","2012-11-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",20
"24765","1b6f8e832a1aeb37a9dbc701b4113459","3bbfdbbacf737fad7db81524fd4e6356","(null)","0",6000,"0","2014-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",20
"24790","1b7b07d9751ce726200c6d61acf4864c","c024bca149c7611d1ded785f432f1e7a","(null)","0",1300,"0","2014-09-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","М",18
"24863","1b964aa73e122f0b35230506ce84587f","06b3644eb353363b53565de51be0b113","(null)","0",0,"0","2014-02-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"24864","1b9755e5ade551dbc66b6b7781510423","c8e5c3b72516fc2c54ea1bd3651311d9","(null)","0",0,"0","2014-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"24865","1b9755e5ade551dbc66b6b7781510423","765a41d41dc3b207f3824766061b1811","(null)","0",0,"0","2014-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"25010","1bbb5d1a83e5f8073da38cb14536d78f","3670f3e3298140729f7f18e6be4e0a49","(null)","3400",1800,"0","2012-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",21
"25011","1bbb5d1a83e5f8073da38cb14536d78f","522f642785e37ba6b7fcd1442e4da84a","(null)","(null)",1800,"18","2015-03-20 00:00:00","(null)","(null)","Овердрафт","C","0","a1fffaa77ff30165958613b698dc8fd5","Ж",21
"25027","1bc4ab46cec7fc525bd3b13c3e95a842","0aa89b3d48e0dc744101218f19e8922b","(null)","0",0,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",19
"25028","1bc4ab46cec7fc525bd3b13c3e95a842","533d45d77d38c17ef3ffb9c5f64c6c10","(null)","0",0,"0","2015-09-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",19
"25029","1bc4ab46cec7fc525bd3b13c3e95a842","42d97b5e176f6b208a228719d5bd83d7","(null)","0",100,"0","2015-12-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",19
"25030","1bc556319e8a01857af8c17b670a2067","2d5eb11fcc42f2f7b80743dd2afcb85b","(null)","0",0,"0","2012-11-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",20
"25034","1bc65cebbec23063e1c0ee8a67bb6f65","75d9d14223a1276facce004ec4c4c8ea","(null)","0",0,"0","2014-12-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"25064","1bd214581826e769986b3396b8b456bf","e81006514ee2c22d0f3bb63d263a4255","(null)","2600",100,"0","2013-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",24
"25065","1bd214581826e769986b3396b8b456bf","a5d910e9717fcfde76ba39ed11b9c111","(null)","0",0,"0","2013-09-13 00:00:00","(null)","2014-07-12 00:00:00","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",24
"25066","1bd214581826e769986b3396b8b456bf","198669b87a6f0b0c55d5eb760a91f014","(null)","20000",0,"0","2013-09-28 00:00:00","(null)","2014-07-12 00:00:00","Кредитная карта","C","0","309e6b5acaa01d889ed303cf65a72dbe","М",24
"25067","1bd2cbf4fe5959d15bdfc8dbfdabf18c","2d8bdb405a32a41098a6ea5eeded22b6","(null)","0",0,"0","2012-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",19
"25134","1bd9d29d2e92c082f4634aa2225c2155","9b8b660aaba54eac4d8b21e555ae13a6","(null)","3200",2300,"0","2010-09-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","Ж",22
"25211","1bf8f2766d94f093b78bc2ab1e931826","aa3f23b8bb0299e0868e52b8e15d6317","(null)","0",300,"0","2011-11-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",22
"25270","1c0dc0031bfaa3ae917df7055044e0e4","fce930c81229e6f3b1b7229fc8b4efcf","(null)","0",0,"0","2012-10-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",20
"25272","1c11c1a56ba8742534676506d6d88177","e8362cceb52084b25e341b6273b4bd3b","(null)","0",0,"0","2011-03-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"25289","1c157bdf242ef26b6c1be84892c76374","22c32711118a667e4bbceeeb6bb6ae16","(null)","300",0,"0","2014-02-21 00:00:00","(null)","2014-04-04 00:00:00","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","Ж",24
"25290","1c157bdf242ef26b6c1be84892c76374","15f5668232f2fc08b4d536dab771b326","(null)","0",0,"0","2014-02-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","Ж",24
"25407","1c25dd518b5c125bb44865eee3012581","0888972f98b6ba9656793144e52deef3","(null)","0",53000,"0","2012-11-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",22
"25645","1c67084d88c018eb9e40188f1669119a","00866c42cf16d7a9c31d868c80e814d7","(null)","0",0,"0","2014-10-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",24
"25646","1c67084d88c018eb9e40188f1669119a","ddc51d59acf8bd82a7062b39a0a44f74","(null)","0",0,"0","2014-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",24
"25685","1c70c6e900eaa318e233e059979e9a1d","39502f143862f47b34360365604170e0","(null)","0",0,"0","2014-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"25686","1c70c6e900eaa318e233e059979e9a1d","47ef7598b39a2b2622b9bd0eb6af87f7","(null)","0",0,"0","2015-03-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"25688","1c75576a70c6b88941390922b610f6d1","603f96e8cec2cfa0d980dd39a8129cb0","6","89000",0,"10","2014-10-16 00:00:00","2015-10-12 00:00:00","2015-04-17 00:00:00","Срочный депозит","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",21
"25689","1c75576a70c6b88941390922b610f6d1","b2abf2a57290f24021001bb46c9bd349","(null)","0",0,"0","2012-10-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",21
"25690","1c75576a70c6b88941390922b610f6d1","f7a32a6637ad95e425ca8befe21fd780","(null)","0",0,"0","2012-09-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",21
"25691","1c75576a70c6b88941390922b610f6d1","fefeab7cd9edfb679ac93eddb373a9fd","(null)","0",100,"0","2014-10-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",21
"25699","1c7d954c7c6752a91e4a830a02b08b8e","edcda1ab59b60bcb6ed4305374543e40","(null)","0",0,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",23
"25753","1c8ee08680824b28fc8469cf341c0d48","46c28c1a2373c9db45d9eefa6f232e71","(null)","(null)",44000,"18","2016-03-02 00:00:00","(null)","(null)","Овердрафт","C","0","3c423cf4f2bdd61e4dc739b26d945709","М",24
"25754","1c8ee08680824b28fc8469cf341c0d48","aa7505163856b88017ca253c52d4ec5d","(null)","0",27000,"0","2013-06-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",24
